"seqnames","start","end","width","strand","source","type","score","phase","gene_id","gene_type","gene_name","level","havana_gene","tag"
"GL000250.2",3486040,3504580,18541,"+","HAVANA","gene",6991,NA,"ENSG00000236649.10","protein_coding","PPT2","2","OTTHUMG00000148846.6","overlapping_locus"
"GL000250.2",3500814,3510698,9885,"-","HAVANA","gene",3631,NA,"ENSG00000236873.9","protein_coding","AGPAT1","2","OTTHUMG00000148814.1",NA
"GL000250.2",3510956,3513395,2440,"+","HAVANA","gene",1178,NA,"ENSG00000223767.5","protein_coding","RNF5","2","OTTHUMG00000148808.1",NA
"GL000250.2",3513570,3516926,3357,"-","HAVANA","gene",2077,NA,"ENSG00000231268.9","protein_coding","AGER","2","OTTHUMG00000148810.2",NA
"GL000250.2",3517335,3522785,5451,"-","HAVANA","gene",4349,NA,"ENSG00000225987.7","protein_coding","PBX2","2","OTTHUMG00000148811.2",NA
"GL000250.2",3523365,3528122,4758,"-","HAVANA","gene",1854,NA,"ENSG00000237052.7","protein_coding","GPSM3","2","OTTHUMG00000148812.2","overlapping_locus"
"GL000250.2",3527442,3536999,9558,"-","HAVANA","gene",5658,NA,"ENSG00000238196.5","protein_coding","NOTCH4","2","OTTHUMG00000148813.2","overlapping_locus"
"GL000250.2",3657809,3658768,960,"+","HAVANA","gene",960,NA,"ENSG00000234216.1","processed_pseudogene","HNRNPA1P2","2","OTTHUMG00000148820.1",NA
"GL000250.2",3685115,3685221,107,"+","ENSEMBL","gene",107,NA,"ENSG00000266435.1","snRNA","U6","3",NA,NA
"GL000250.2",3648978,3704153,55176,"-","HAVANA","gene",847,NA,"ENSG00000236672.6","protein_coding","C6orf10","2","OTTHUMG00000148819.3",NA
"GL000250.2",3722741,3725917,3177,"+","HAVANA","gene",610,NA,"ENSG00000235135.1","processed_transcript","HCG23","2","OTTHUMG00000148815.1",NA
"GL000250.2",3726194,3739359,13166,"-","HAVANA","gene",1470,NA,"ENSG00000226127.7","protein_coding","BTNL2","2","OTTHUMG00000148816.3",NA
"GL000250.2",3792063,3805744,13682,"-","HAVANA","gene",343,NA,"ENSG00000227384.2","unprocessed_pseudogene","HLA-DRB9","2","OTTHUMG00000148817.1",NA
"GL000250.2",3821941,3822089,149,"-","ENSEMBL","gene",149,NA,"ENSG00000264998.1","snRNA","U1","3",NA,NA
"GL000250.2",3823889,3837634,13746,"-","HAVANA","gene",1839,NA,"ENSG00000230463.2","protein_coding","HLA-DRB3","2","OTTHUMG00000148818.2",NA
"GL000250.2",4023853,4024683,831,"+","HAVANA","gene",445,NA,"ENSG00000237577.1","processed_transcript","XXbac-BPG254F23.7","2","OTTHUMG00000148821.1",NA
"GL000250.2",4036579,4037516,938,"-","HAVANA","gene",357,NA,"ENSG00000226343.1","unprocessed_pseudogene","HLA-DQB3","2","OTTHUMG00000148823.1",NA
"GL000250.2",4047520,4053351,5832,"+","HAVANA","gene",1648,NA,"ENSG00000233192.7","protein_coding","HLA-DQA2","2","OTTHUMG00000148822.2",NA
"GL000250.2",4062237,4069674,7438,"-","HAVANA","gene",2029,NA,"ENSG00000230675.9","protein_coding","HLA-DQB2","2","OTTHUMG00000148825.2",NA
"GL000250.2",4117787,4122072,4286,"-","HAVANA","gene",1858,NA,"ENSG00000243612.5","protein_coding","HLA-DOB","2","OTTHUMG00000148824.3",NA
"GL000250.2",4126847,4143643,16797,"-","HAVANA","gene",6212,NA,"ENSG00000225967.9","protein_coding","TAP2","2","OTTHUMG00000148826.3",NA
"GL000250.2",4145582,4149568,3987,"-","HAVANA","gene",2006,NA,"ENSG00000230669.6","protein_coding","PSMB8","2","OTTHUMG00000148827.1",NA
"GL000250.2",4148951,4151360,2410,"+","HAVANA","gene",1951,NA,"ENSG00000233089.6","processed_transcript","PSMB8-AS1","2","OTTHUMG00000148828.1","overlapping_locus"
"GL000250.2",4150074,4158843,8770,"-","HAVANA","gene",4576,NA,"ENSG00000227816.4","protein_coding","TAP1","2","OTTHUMG00000148832.1",NA
"GL000250.2",4149001,4184429,35429,"+","HAVANA","gene",3321,NA,"ENSG00000242711.8","protein_coding","PSMB9","2","OTTHUMG00000148833.4","overlapping_locus"
"GL000250.2",4184002,4184678,677,"-","HAVANA","gene",677,NA,"ENSG00000234642.8","transcribed_processed_pseudogene","PPP1R2P1","2","OTTHUMG00000148831.1",NA
"GL000250.2",4201238,4201312,75,"+","HAVANA","gene",75,NA,"ENSG00000237334.1","unprocessed_pseudogene","HLA-Z","2","OTTHUMG00000148830.1",NA
"GL000250.2",4253460,4257972,4513,"-","HAVANA","gene",2144,NA,"ENSG00000242361.7","protein_coding","HLA-DMA","2","OTTHUMG00000148835.4","overlapping_locus"
"GL000250.2",4239474,4257972,18499,"-","HAVANA","gene",4829,NA,"ENSG00000242092.8","protein_coding","HLA-DMB","2","OTTHUMG00000148834.2","overlapping_locus"
"GL000250.2",4384119,4384528,410,"+","HAVANA","gene",410,NA,"ENSG00000231580.1","processed_pseudogene","RPL32P1","2","OTTHUMG00000148837.1","overlapping_locus"
"GL000250.2",4369249,4385443,16195,"-","HAVANA","gene",5748,NA,"ENSG00000235844.8","protein_coding","HLA-DPA1","2","OTTHUMG00000148836.3",NA
"GL000250.2",4380588,4391853,11266,"+","HAVANA","gene",2791,NA,"ENSG00000236693.11","protein_coding","HLA-DPB1","2","OTTHUMG00000148842.1","overlapping_locus"
"GL000250.2",4396405,4401947,5543,"-","HAVANA","gene",733,NA,"ENSG00000234260.1","unprocessed_pseudogene","HLA-DPA2","2","OTTHUMG00000148840.1",NA
"GL000250.2",4408419,4411955,3537,"-","HAVANA","gene",676,NA,"ENSG00000227577.1","unprocessed_pseudogene","COL11A2P1","2","OTTHUMG00000148838.1",NA
"GL000250.2",4417076,4433705,16630,"+","HAVANA","gene",1600,NA,"ENSG00000226071.9","transcribed_unprocessed_pseudogene","HLA-DPB2","2","OTTHUMG00000148839.3",NA
"GL000250.2",4435837,4435963,127,"-","HAVANA","gene",127,NA,"ENSG00000231895.1","unprocessed_pseudogene","HLA-DPA3","2","OTTHUMG00000148841.1",NA
"GL000250.2",4670202,4670897,696,"-","HAVANA","gene",696,NA,"ENSG00000217281.4","processed_pseudogene","LYPLA2P1","2","OTTHUMG00000148829.1",NA
"GL000251.2",654,5624,4971,"-","ENSEMBL","gene",219,NA,"ENSG00000281185.1","protein_coding","GPX6","3",NA,NA
"GL000251.2",15893,24832,8940,"+","ENSEMBL","gene",1452,NA,"ENSG00000257770.5","protein_coding","GPX5","3",NA,NA
"GL000251.2",63388,77211,13824,"-","HAVANA","gene",3000,NA,"ENSG00000248496.3","protein_coding","ZBED9","2","OTTHUMG00000031422.3",NA
"GL000251.2",77254,81620,4367,"+","HAVANA","gene",2873,NA,"ENSG00000275478.1","processed_transcript","XXbac-BCX254L4.4","2","OTTHUMG00000085163.1",NA
"GL000251.2",138124,144356,6233,"-","HAVANA","gene",664,NA,"ENSG00000249032.1","processed_transcript","LINC00533","2","OTTHUMG00000031429.2",NA
"GL000251.2",222690,223577,888,"+","HAVANA","gene",888,NA,"ENSG00000249814.1","processed_pseudogene","RPSAP2","2","OTTHUMG00000031514.1",NA
"GL000251.2",274331,274702,372,"-","HAVANA","gene",372,NA,"ENSG00000230574.1","processed_pseudogene","NOP56P1","2","OTTHUMG00000031315.2",NA
"GL000251.2",328388,329525,1138,"-","HAVANA","gene",709,NA,"ENSG00000237006.1","processed_transcript","XXbac-BPG308K3.5","2","OTTHUMG00000085278.1",NA
"GL000251.2",351928,352559,632,"+","HAVANA","gene",632,NA,"ENSG00000226714.1","processed_pseudogene","RPL13P","2","OTTHUMG00000031543.2",NA
"GL000251.2",350142,353890,3749,"-","HAVANA","gene",2453,NA,"ENSG00000227966.1","processed_transcript","LINC01623","2","OTTHUMG00000085279.1",NA
"GL000251.2",379538,380612,1075,"-","HAVANA","gene",1075,NA,"ENSG00000235184.1","processed_pseudogene","ZNF90P2","2","OTTHUMG00000031540.2",NA
"GL000251.2",387229,388019,791,"+","HAVANA","gene",411,NA,"ENSG00000230004.1","processed_transcript","HCG14","2","OTTHUMG00000031579.1",NA
"GL000251.2",406342,406441,100,"+","ENSEMBL","gene",100,NA,"ENSG00000263937.1","snRNA","U6","3",NA,NA
"GL000251.2",393697,414688,20992,"-","HAVANA","gene",7983,NA,"ENSG00000237071.7","protein_coding","TRIM27","2","OTTHUMG00000031515.2",NA
"GL000251.2",430282,430942,661,"+","HAVANA","gene",466,NA,"ENSG00000237634.1","protein_coding","LINC01556","2","OTTHUMG00000031430.1",NA
"GL000251.2",455539,456869,1331,"-","HAVANA","gene",1331,NA,"ENSG00000233505.1","processed_pseudogene","KRT18P1","2","OTTHUMG00000031506.2",NA
"GL000251.2",463949,464247,299,"+","ENSEMBL","gene",299,NA,"ENSG00000263419.2","misc_RNA","Metazoa_SRP","3",NA,NA
"GL000251.2",472676,473957,1282,"+","HAVANA","gene",1032,NA,"ENSG00000227380.2","processed_transcript","HCG15","2","OTTHUMG00000031565.1","overlapping_locus"
"GL000251.2",473273,475009,1737,"+","HAVANA","gene",317,NA,"ENSG00000239940.1","processed_transcript","HCG16","2","OTTHUMG00000031568.1","overlapping_locus"
"GL000251.2",481256,491796,10541,"-","HAVANA","gene",3175,NA,"ENSG00000223687.4","protein_coding","ZNF311","2","OTTHUMG00000031590.2",NA
"GL000251.2",513167,514094,928,"-","HAVANA","gene",928,NA,"ENSG00000227626.1","unprocessed_pseudogene","OR2AD1P","2","OTTHUMG00000031560.1",NA
"GL000251.2",530701,531728,1028,"-","HAVANA","gene",1028,NA,"ENSG00000234101.1","protein_coding","OR2W1","2","OTTHUMG00000031318.4",NA
"GL000251.2",558310,559082,773,"-","HAVANA","gene",773,NA,"ENSG00000225838.1","unprocessed_pseudogene","OR2P1P","2","OTTHUMG00000031312.2",NA
"GL000251.2",550474,563010,12537,"+","ENSEMBL","gene",414,NA,"ENSG00000274063.1","protein_coding","AL662852.1","3",NA,NA
"GL000251.2",563059,563654,596,"-","HAVANA","gene",596,NA,"ENSG00000226657.1","processed_pseudogene","SAR1P1","2","OTTHUMG00000031577.2",NA
"GL000251.2",572851,573857,1007,"-","HAVANA","gene",1007,NA,"ENSG00000233180.3","protein_coding","OR2B3","2","OTTHUMG00000031526.4",NA
"GL000251.2",587489,588427,939,"+","HAVANA","gene",939,NA,"ENSG00000234804.1","unprocessed_pseudogene","OR2J1","2","OTTHUMG00000031578.1",NA
"GL000251.2",598439,599374,936,"+","HAVANA","gene",936,NA,"ENSG00000232178.1","protein_coding","OR2J3","2","OTTHUMG00000031362.2",NA
"GL000251.2",610759,615455,4697,"+","HAVANA","gene",389,NA,"ENSG00000232272.1","processed_transcript","XXbac-BCX196D17.5","2","OTTHUMG00000085771.1",NA
"GL000251.2",624424,625360,937,"-","HAVANA","gene",937,NA,"ENSG00000224925.2","unprocessed_pseudogene","OR2N1P","2","OTTHUMG00000031524.1",NA
"GL000251.2",659846,661117,1272,"+","HAVANA","gene",1272,NA,"ENSG00000231676.4","protein_coding","OR2J2","2","OTTHUMG00000031361.4",NA
"GL000251.2",668072,669007,936,"+","HAVANA","gene",936,NA,"ENSG00000226610.1","unprocessed_pseudogene","OR2J4P","2","OTTHUMG00000031332.1",NA
"GL000251.2",701808,702745,938,"+","HAVANA","gene",938,NA,"ENSG00000234092.1","unprocessed_pseudogene","OR2H4P","2","OTTHUMG00000031533.2",NA
"GL000251.2",715793,716723,931,"-","HAVANA","gene",931,NA,"ENSG00000225150.1","unprocessed_pseudogene","OR2G1P","2","OTTHUMG00000031395.2",NA
"GL000251.2",749271,750647,1377,"-","HAVANA","gene",879,NA,"ENSG00000237366.1","unprocessed_pseudogene","OR2U1P","2","OTTHUMG00000031310.3",NA
"GL000251.2",710539,753653,43115,"+","HAVANA","gene",464,NA,"ENSG00000233950.1","processed_transcript","XXbac-BPG308J9.3","2","OTTHUMG00000085770.1",NA
"GL000251.2",755030,755989,960,"-","HAVANA","gene",960,NA,"ENSG00000226844.1","unprocessed_pseudogene","OR2U2P","2","OTTHUMG00000031325.1",NA
"GL000251.2",777300,778242,943,"+","HAVANA","gene",943,NA,"ENSG00000231279.2","unprocessed_pseudogene","OR2B4P","2","OTTHUMG00000031494.1",NA
"GL000251.2",793280,794245,966,"+","HAVANA","gene",966,NA,"ENSG00000225291.4","protein_coding","OR14J1","2","OTTHUMG00000031484.2",NA
"GL000251.2",816218,817652,1435,"-","HAVANA","gene",1435,NA,"ENSG00000229045.1","processed_pseudogene","DDX6P1","2","OTTHUMG00000031591.2",NA
"GL000251.2",883016,884084,1069,"+","HAVANA","gene",1069,NA,"ENSG00000235966.4","protein_coding","OR12D2","2","OTTHUMG00000031319.3",NA
"GL000251.2",903731,904677,947,"+","HAVANA","gene",852,NA,"ENSG00000249030.1","unprocessed_pseudogene","OR12D1","2","OTTHUMG00000031421.2",NA
"GL000251.2",841820,918416,76597,"-","HAVANA","gene",1335,NA,"ENSG00000233046.8","protein_coding","OR5V1","2","OTTHUMG00000031500.3","overlapping_locus"
"GL000251.2",925755,927426,1672,"+","HAVANA","gene",1672,NA,"ENSG00000224234.5","protein_coding","OR10C1","2","OTTHUMG00000031508.4",NA
"GL000251.2",860028,936549,76522,"-","HAVANA","gene",2011,NA,"ENSG00000251394.6","protein_coding","OR12D3","2","OTTHUMG00000031321.2","overlapping_locus"
"GL000251.2",911953,943524,31572,"-","HAVANA","gene",2864,NA,"ENSG00000230780.8","protein_coding","OR11A1","2","OTTHUMG00000031525.2","overlapping_locus"
"GL000251.2",943634,950780,7147,"+","HAVANA","gene",3708,NA,"ENSG00000235132.8","protein_coding","OR2H1","2","OTTHUMG00000031320.3",NA
"GL000251.2",951048,956260,5213,"-","HAVANA","gene",382,NA,"ENSG00000227228.1","unprocessed_pseudogene","UBDP1","2","OTTHUMG00000031556.2",NA
"GL000251.2",961477,962523,1047,"-","HAVANA","gene",1047,NA,"ENSG00000224444.1","unprocessed_pseudogene","MAS1LP1","2","OTTHUMG00000086848.1",NA
"GL000251.2",973218,974354,1137,"-","HAVANA","gene",1137,NA,"ENSG00000233141.3","protein_coding","MAS1L","2","OTTHUMG00000031359.2",NA
"GL000251.2",975723,976128,406,"-","HAVANA","gene",406,NA,"ENSG00000232302.3","processed_pseudogene","RPS17P1","2","OTTHUMG00000031356.2",NA
"GL000251.2",983961,997008,13048,"+","HAVANA","gene",877,NA,"ENSG00000232652.1","processed_transcript","XXbac-BPG13B8.10","2","OTTHUMG00000086849.1",NA
"GL000251.2",1015883,1020031,4149,"+","HAVANA","gene",2777,NA,"ENSG00000230674.5","processed_transcript","LINC01015","2","OTTHUMG00000066098.2",NA
"GL000251.2",1024167,1025250,1084,"-","HAVANA","gene",1084,NA,"ENSG00000237698.1","processed_pseudogene","GPR53P","2","OTTHUMG00000031406.2",NA
"GL000251.2",1039700,1040647,948,"+","HAVANA","gene",948,NA,"ENSG00000229467.2","unprocessed_pseudogene","OR2I1P","2","OTTHUMG00000031530.2",NA
"GL000251.2",1042093,1046406,4314,"-","HAVANA","gene",990,NA,"ENSG00000228913.2","protein_coding","UBD","2","OTTHUMG00000031587.2","overlapping_locus"
"GL000251.2",1060389,1061316,928,"+","HAVANA","gene",928,NA,"ENSG00000226796.2","unprocessed_pseudogene","OR2H5P","2","OTTHUMG00000031559.1",NA
"GL000251.2",1063939,1064228,290,"+","HAVANA","gene",290,NA,"ENSG00000225248.2","processed_pseudogene","TMEM183AP1","2","OTTHUMG00000125535.1",NA
"GL000251.2",1068729,1068812,84,"+","ENSEMBL","gene",84,NA,"ENSG00000266672.1","snoRNA","SNORD32B","3",NA,NA
"GL000251.2",1068988,1069505,518,"+","HAVANA","gene",518,NA,"ENSG00000230181.1","processed_pseudogene","RPL13AP","2","OTTHUMG00000031309.1",NA
"GL000251.2",1073935,1075518,1584,"+","HAVANA","gene",1584,NA,"ENSG00000229185.4","protein_coding","OR2H2","2","OTTHUMG00000031322.2",NA
"GL000251.2",1042093,1119641,77549,"-","HAVANA","gene",7011,NA,"ENSG00000232632.8","protein_coding","GABBR1","2","OTTHUMG00000031365.3","overlapping_locus"
"GL000251.2",1122536,1122819,284,"-","HAVANA","gene",284,NA,"ENSG00000223771.3","processed_pseudogene","SUMO2P1","2","OTTHUMG00000031420.1",NA
"GL000251.2",1143453,1158845,15393,"+","HAVANA","gene",3062,NA,"ENSG00000237834.9","protein_coding","MOG","2","OTTHUMG00000031380.5",NA
"GL000251.2",1158865,1167618,8754,"-","HAVANA","gene",2149,NA,"ENSG00000226858.7","protein_coding","ZFP57","2","OTTHUMG00000031440.4",NA
"GL000251.2",1194638,1195060,423,"-","HAVANA","gene",423,NA,"ENSG00000235507.1","processed_pseudogene","ZDHHC20P1","2","OTTHUMG00000125553.1",NA
"GL000251.2",1206841,1207831,991,"-","HAVANA","gene",991,NA,"ENSG00000233935.1","unprocessed_pseudogene","HCG4P11","2","OTTHUMG00000130223.1",NA
"GL000251.2",1210525,1210995,471,"-","HAVANA","gene",471,NA,"ENSG00000241880.1","transcribed_processed_pseudogene","RPL23AP1","2","OTTHUMG00000031379.2","overlapping_locus"
"GL000251.2",1206635,1222378,15744,"+","HAVANA","gene",4340,NA,"ENSG00000137403.19","protein_coding","HLA-F","2","OTTHUMG00000031438.4",NA
"GL000251.2",1232135,1232359,225,"+","HAVANA","gene",225,NA,"ENSG00000224253.1","unprocessed_pseudogene","HCG9P5","2","OTTHUMG00000031441.2",NA
"GL000251.2",1225576,1232815,7240,"-","HAVANA","gene",1159,NA,"ENSG00000251581.1","transcribed_unprocessed_pseudogene","MICE","2","OTTHUMG00000031354.2","overlapping_locus"
"GL000251.2",1210457,1232895,22439,"-","HAVANA","gene",4190,NA,"ENSG00000206446.9","processed_transcript","HLA-F-AS1","2","OTTHUMG00000057543.3","overlapping_locus"
"GL000251.2",1234216,1234317,102,"+","ENSEMBL","gene",102,NA,"ENSG00000263876.1","misc_RNA","Y_RNA","3",NA,NA
"GL000251.2",1234572,1234992,421,"-","HAVANA","gene",421,NA,"ENSG00000228912.2","processed_pseudogene","IFITM4P","2","OTTHUMG00000031378.1",NA
"GL000251.2",1275536,1276510,975,"-","HAVANA","gene",975,NA,"ENSG00000225346.1","unprocessed_pseudogene","HCG4","2","OTTHUMG00000036089.4",NA
"GL000251.2",1275135,1281358,6224,"+","HAVANA","gene",5381,NA,"ENSG00000230238.7","transcribed_unprocessed_pseudogene","HLA-V","2","OTTHUMG00000031575.6",NA
"GL000251.2",1283988,1285997,2010,"+","HAVANA","gene",747,NA,"ENSG00000260055.1","unprocessed_pseudogene","HLA-P","2","OTTHUMG00000172778.1",NA
"GL000251.2",1286767,1287563,797,"-","HAVANA","gene",797,NA,"ENSG00000233462.4","processed_pseudogene","RPL7AP7","2","OTTHUMG00000031595.2",NA
"GL000251.2",1296135,1296266,132,"-","HAVANA","gene",132,NA,"ENSG00000229995.1","processed_pseudogene","MICG","2","OTTHUMG00000031357.3",NA
"GL000251.2",1310947,1311927,981,"-","HAVANA","gene",981,NA,"ENSG00000234681.1","unprocessed_pseudogene","HCG4P8","2","OTTHUMG00000130918.1",NA
"GL000251.2",1310529,1314698,4170,"+","HAVANA","gene",1833,NA,"ENSG00000230413.9","protein_coding","HLA-G","2","OTTHUMG00000031439.6",NA
"GL000251.2",1339420,1339569,150,"-","HAVANA","gene",150,NA,"ENSG00000224118.1","unprocessed_pseudogene","MICF","2","OTTHUMG00000031355.2",NA
"GL000251.2",1368709,1369675,967,"-","HAVANA","gene",967,NA,"ENSG00000226152.1","unprocessed_pseudogene","HCG4P7","2","OTTHUMG00000130919.1",NA
"GL000251.2",1369165,1371887,2723,"+","HAVANA","gene",1088,NA,"ENSG00000226893.3","unprocessed_pseudogene","HLA-H","2","OTTHUMG00000031442.1",NA
"GL000251.2",1377961,1379092,1132,"+","HAVANA","gene",450,NA,"ENSG00000227027.1","unprocessed_pseudogene","HLA-T","2","OTTHUMG00000031532.2",NA
"GL000251.2",1387926,1388292,367,"+","HAVANA","gene",192,NA,"ENSG00000233241.1","unprocessed_pseudogene","DDX39BP1","2","OTTHUMG00000131005.1",NA
"GL000251.2",1389165,1390029,865,"-","HAVANA","gene",330,NA,"ENSG00000231998.1","unprocessed_pseudogene","MCCD1P1","2","OTTHUMG00000131000.1",NA
"GL000251.2",1407336,1408326,991,"-","HAVANA","gene",991,NA,"ENSG00000227956.2","unprocessed_pseudogene","HCG4B","2","OTTHUMG00000031487.2",NA
"GL000251.2",1407810,1410587,2778,"+","HAVANA","gene",1037,NA,"ENSG00000232331.2","unprocessed_pseudogene","HLA-K","2","OTTHUMG00000031444.2",NA
"GL000251.2",1413698,1413883,186,"+","HAVANA","gene",186,NA,"ENSG00000223352.1","unprocessed_pseudogene","HLA-U","2","OTTHUMG00000031545.2",NA
"GL000251.2",1421497,1422489,993,"-","HAVANA","gene",993,NA,"ENSG00000223708.1","unprocessed_pseudogene","HCG4P5","2","OTTHUMG00000131004.1",NA
"GL000251.2",1435984,1437958,1975,"+","HAVANA","gene",771,NA,"ENSG00000232011.1","unprocessed_pseudogene","HLA-W","2","OTTHUMG00000031542.3",NA
"GL000251.2",1450190,1451852,1663,"-","HAVANA","gene",813,NA,"ENSG00000237395.1","unprocessed_pseudogene","MICD","2","OTTHUMG00000031352.2",NA
"GL000251.2",1454489,1457785,3297,"+","HAVANA","gene",660,NA,"ENSG00000236579.2","processed_transcript","HCG9","2","OTTHUMG00000031399.2",NA
"GL000251.2",1472597,1472993,397,"+","HAVANA","gene",258,NA,"ENSG00000234242.1","unprocessed_pseudogene","DDX39BP2","2","OTTHUMG00000131001.1",NA
"GL000251.2",1473825,1474702,878,"-","HAVANA","gene",335,NA,"ENSG00000235340.1","unprocessed_pseudogene","MCCD1P2","2","OTTHUMG00000130999.1",NA
"GL000251.2",1485506,1486509,1004,"-","HAVANA","gene",1004,NA,"ENSG00000224006.1","unprocessed_pseudogene","HCG4P3","2","OTTHUMG00000131003.1","overlapping_locus"
"GL000251.2",1485968,1489341,3374,"+","HAVANA","gene",1634,NA,"ENSG00000228220.7","transcribed_unprocessed_pseudogene","HLA-J","2","OTTHUMG00000031443.2",NA
"GL000251.2",1369022,1489345,120324,"+","HAVANA","gene",7498,NA,"ENSG00000224320.9","protein_coding","HLA-A","2","OTTHUMG00000031434.2",NA
"GL000251.2",1511448,1512738,1291,"+","HAVANA","gene",984,NA,"ENSG00000232141.1","processed_pseudogene","ETF1P1","2","OTTHUMG00000031445.2",NA
"GL000251.2",1515651,1515718,68,"+","ENSEMBL","gene",68,NA,"ENSG00000276049.1","misc_RNA","ZNRD1-AS1_1","3",NA,NA
"GL000251.2",1537892,1537967,76,"+","ENSEMBL","gene",76,NA,"ENSG00000274071.1","misc_RNA","ZNRD1-AS1_2","3",NA,NA
"GL000251.2",1540857,1540960,104,"+","ENSEMBL","gene",104,NA,"ENSG00000276034.1","misc_RNA","ZNRD1-AS1_3","3",NA,NA
"GL000251.2",1480399,1541417,61019,"-","HAVANA","gene",19549,NA,"ENSG00000229653.6","processed_transcript","ZNRD1ASP","2","OTTHUMG00000031389.3","overlapping_locus"
"GL000251.2",1538676,1544680,6005,"+","HAVANA","gene",3672,NA,"ENSG00000224859.6","protein_coding","ZNRD1","2","OTTHUMG00000031431.3","ncRNA_host"
"GL000251.2",1546480,1550104,3625,"+","HAVANA","gene",2538,NA,"ENSG00000234058.6","protein_coding","PPP1R11","2","OTTHUMG00000031558.4",NA
"GL000251.2",1550037,1555658,5622,"-","HAVANA","gene",2206,NA,"ENSG00000227171.8","protein_coding","RNF39","2","OTTHUMG00000031586.2",NA
"GL000251.2",1582690,1592905,10216,"-","HAVANA","gene",3537,NA,"ENSG00000226402.8","protein_coding","TRIM31","2","OTTHUMG00000031334.3",NA
"GL000251.2",1585033,1594523,9491,"+","HAVANA","gene",549,NA,"ENSG00000238027.1","processed_transcript","TRIM31-AS1","2","OTTHUMG00000131063.1",NA
"GL000251.2",1612611,1612770,160,"-","ENSEMBL","gene",160,NA,"ENSG00000265495.1","snoRNA","SNORA48","3",NA,NA
"GL000251.2",1615913,1628543,12631,"+","HAVANA","gene",2497,NA,"ENSG00000228001.8","protein_coding","TRIM40","2","OTTHUMG00000031353.2",NA
"GL000251.2",1631753,1640740,8988,"-","HAVANA","gene",3546,NA,"ENSG00000237192.8","protein_coding","TRIM10","2","OTTHUMG00000031593.2",NA
